Constant,Scope,Value,Default Value
GDPR$COMPLIANCE_LOG,UI,יומן תאימות ל- GDPR,GDPR Compliance log
GDPR$DOCUMENT_TYPE,UI,סוג מסמך,Document type
GDPR$EDIT_COMPLIANCE,UI,ערוך תאימות,Edit compliance
GDPR$EDIT_DOCUMENT,UI,ערוך מסמך,Edit document
GDPR$EVIDENCE_DOCUMENTS,UI,מסמכי עדויות GDPR,GDPR Evidence documents
GDPR$FILES_NUMBER,UI,מספר קבצים:,Files number:
GDPR$GDPR,UI,גרהפר,GDPR
GDPR$NO_DOCUMENTS,UI,אין עדיין מסמכים שנוספו,There is no added documents yet
GDPR$ORGANIZATION_COMPLIANCE,UI,עמידה בארגון GDPR,GDPR Organization compliance
GDPR$PARAGRAPH,UI,פסקה,Paragraph
GDPR$PARAGRAPH_COLON,UI,פסקה:,Paragraph:
GDPR$QUESTIONS_ANSWERED,UI,שאלות שנענו,Questions answered
GDPR$QUESTIONS_APPLIED,UI,שאלות שהוחלו,Questions applied
GDPR$SEARCH_BY_ARTICLE,UI,חיפוש לפי מאמר,Search by article
GDPR$SECTION,UI,מדור,Section
GDPR$SYSTEM_COMPLIANCE,UI,תאימות מערכת GDPR,GDPR System compliance
GDPR$SYSTEM_COMPLIANCE_DRILLDOWN,UI,פירוט תואם של GDPR למערכת {0},GDPR Compliance drilldown for {0} system
GDPR$SYSTEM_COMPLIANCE_LOG,UI,יומן תאימות של GDPR למערכת {0},GDPR Compliance log for {0} system
GDPR$TEMPLATE,UI,תבנית,Template
GLOBALS$ADD,UI,הוסף,Add
GLOBALS$ADVANCED_SEARCH,UI,חיפוש מתקדם,Advanced search
GLOBALS$AGREE,UI,מסכים,Agree
GLOBALS$ALL_ITEMS,UI,כל הפריטים,All items
GLOBALS$APPLY,UI,להגיש מועמדות,Apply
GLOBALS$BACK,UI,חזור,Back
GLOBALS$CANCEL,UI,בטל,Cancel
GLOBALS$CHANGE_LANGUAGE,UI,שנה שפה,Change language
GLOBALS$CLOSE,UI,סגור,Close
GLOBALS$CODE,UI,קוד,Code
GLOBALS$CODE_REQUIRED,UI,קוד נדרש,Code is required
GLOBALS$COMMENTS,UI,הערות,Comments
GLOBALS$CREATE,UI,צור,Create
GLOBALS$CREATED,UI,נוצר,Created
GLOBALS$CREATED_BY,UI,נוצר על ידי,Created by
GLOBALS$CREDENTIALS_EXPIRED,UI,אישורים פג,Credentials expired
GLOBALS$DEFAULT_CONFIRMATION,UI,האם אתה בטוח?,Are you sure?
GLOBALS$DELETE,UI,מחק,Delete
GLOBALS$DELETION_CONFIRMATION,UI,למחוק פריט זה?,Delete this item?
GLOBALS$DESCRIPTION,UI,תיאור,Description
GLOBALS$DETAILS,UI,פרטים,Details
GLOBALS$DISAGREE,UI,לא מסכים,Disagree
GLOBALS$DOCUMENT,UI,מסמך,Document
GLOBALS$DOCUMENT_COLON,UI,מסמך:,Document:
GLOBALS$DOCUMENTS,UI,מסמכים,Documents
GLOBALS$DOCUMENTS_COLON,UI,מסמכים:,Documents:
GLOBALS$DOCUMENT_UPLOAD,UI,העלאת מסמך,Document upload
GLOBALS$DOWNLOAD,UI,הורד,Download
GLOBALS$DOWNLOAD_DATA,UI,הורד נתונים,Download data
GLOBALS$DOWNLOAD_TEMPLATE,UI,הורד תבנית,Download template
GLOBALS$DRILLDOWN,UI,תרגיל,Drilldown
GLOBALS$EDIT,UI,ערוך,Edit
GLOBALS$END_DATE,UI,תאריך סיום,End date
GLOBALS$ERROR,UI,שגיאה,Error
GLOBALS$INFOSEC_FOCAL_PERSON,UI,אדם מוקד לאבטחת מידע,Infosec Focal Person
GLOBALS$LIST,UI,רשימה,List
GLOBALS$LOADING,UI,טעינה...,Loading...
GLOBALS$LOG,UI,יומן,Log
GLOBALS$NAME,UI,שם,Name
GLOBALS$NAME_REQUIRED,UI,נדרש שם,Name is required
GLOBALS$NO_CHANGES,UI,אין שינויים,No changes
GLOBALS$NO_DATA,UI,אין נתונים,There is no data
GLOBALS$NO_QUESTIONS_FOUND,UI,לא נמצאו שאלות,No questions found
GLOBALS$NOTES,UI,הערות,Notes
GLOBALS$NO_VALUE,UI,אין ערך,No value
GLOBALS$OWNER,UI,בעלים,Owner
GLOBALS$OWNER_REQUIRED,UI,בעלים נדרש,Owner is required
GLOBALS$PASSWORD,UI,סיסמה,Password
GLOBALS$PASSWORD_INVALID,UI,הסיסמה חייבת להכיל לפחות 8 תו סמל,Password must contain at least 8 symbol character
GLOBALS$PASSWORD_REQUIRED,UI,דרושה סיסמא,Password is required
GLOBALS$PERCENTAGE,UI,אחוז,Percentage
GLOBALS$PERCENTAGE_ERROR,UI,הערך חייב להיות בין 0 ל 100,Value must be between 0 and 100
GLOBALS$PERCENTAGE_REQUIRED,UI,אחוז נדרש,Percentage is required
GLOBALS$QUESTIONS,UI,שאלות,Questions
GLOBALS$RESET,UI,אפס,Reset
GLOBALS$SAVE,UI,להציל,Save
GLOBALS$SCHEME,UI,תוכנית,Scheme
GLOBALS$SEARCH,UI,לחפש,Search
GLOBALS$SEARCH_BY_NAME,UI,חפש לפי שם,Search by name
GLOBALS$SETUP,UI,להכין,Setup
GLOBALS$START_DATE,UI,תאריך התחלה,Start date
GLOBALS$STATUS,UI,סטטוס,Status
GLOBALS$STATUS_REQUIRED,UI,נדרש סטטוס,Status is required
GLOBALS$SUCCESSFUL_DATA_UPDATE,UI,הנתונים עודכנו בהצלחה,Data was successfully updated
GLOBALS$SUCCESSFUL_FILE_UPLOAD,UI,הקובץ הועלה בהצלחה,File was successfully upload
GLOBALS$SUCCESSFUL_ITEM_CREATE,UI,הפריט נוצר בהצלחה,Item was successfully created
GLOBALS$TEMPLATE,UI,תבנית,Template
GLOBALS$TOGGLE_MENU,UI,החלף תפריט,Toggle menu
GLOBALS$TOTAL_COSTS,UI,מחיר כולל,Total costs
GLOBALS$TOTAL_COSTS_COLON,UI,מחיר כולל:,Total costs:
GLOBALS$UNDER_DEVELOPMENT,UI,פונקציונליות זו נמצאת בפיתוח,This functionality is under development
GLOBALS$UNSAVED_DATA,UI,נתונים שלא נשמרו,Unsaved data
GLOBALS$UNSAVED_DATA_MESSAGE,UI,יש לך נתונים שלא נשמרו בדף זה. האם אתה בטוח שברצונך לעזוב את הדף? כל הנתונים שלא נשמרו יאבדו!,You have unsaved data on this page. Are you sure you want to leave the page? All unsaved data will be lost!
GLOBALS$UPDATED,UI,עודכן,Updated
GLOBALS$UPDATED_BY,UI,עודכן על ידי,Updated by
GLOBALS$UPLOAD,UI,העלה,Upload
GLOBALS$UPLOAD_CSV,UI,העלה CSV,Upload CSV
GLOBALS$VALUE,UI,ערך,Value
GLOBALS$VALUE_REQUIRED,UI,נדרש ערך,Value is required
GLOBALS$VERSION,UI,גרסה,Version
HOME_PAGE$DESCRIPTION,UI,ניהול סיכוני סייבר ומנוע סיכונים,Cyber Risk Management and Risk Engine
HOME_PAGE$TITLE,UI,ברוך הבא ל- {0}!,Welcome to {0} !
IMPORT_AND_EXPORT$BUSINESS_UNITS,UI,יחידות עסקיות יבוא / ייצוא,Business units import/export
IMPORT_AND_EXPORT$CONTROL_GUIDELINES,UI,הנחיות בקרה על ייבוא ??/ ייצוא,Control guidelines import/export
IMPORT_AND_EXPORT$DATA_IMPORT,UI,ייבא תאריך,Data import
IMPORT_AND_EXPORT$GDPR_ARTICLES,UI,יברי / ייצוא מאמרים של GDPR,GDPR Articles import/export
IMPORT_AND_EXPORT$GDPR_EVIDENCE_ARTICLES,UI,מאמרי ראיות של GDPR יבוא / ייצוא,GDPR Evidence articles import/export
IMPORT_AND_EXPORT$SCORING_QUESTIONS,UI,ציון שאלות על ייבוא ??/ ייצוא,Scoring questions import/export
IMPORT_AND_EXPORT$SECURITY_FRAMEWORKS,UI,מסגרות אבטחה יבוא / ייצוא,Security frameworks import/export
IMPORT_AND_EXPORT$SECURITY_FRAMEWORKS_CHOICE,UI,בחר מסגרת אבטחה,Choose security framework
IMPORT_AND_EXPORT$SECURITY_REQUIREMENTS,UI,דרישות אבטחה יבוא / ייצוא,Security requirements import/export
IMPORT_AND_EXPORT$SUBSIDIARY_ORGANIZATIONS,UI,ארגוני בנות מייבאים / מייצאים,Subsidiary organizations import/export
IMPORT_AND_EXPORT$SYSTEM_RISK,UI,מערכות מסתכנות ביבוא / ייצוא,Systems risk import/export
IMPORT_AND_EXPORT$TITLE,UI,יבוא ויצוא,Import/Export
IMPORT_AND_EXPORT$VENDORS,UI,ספקים מייבאים / מייצאים,Vendors import/export
!LANGUAGE$CODE,UI,eng,eng
!LANGUAGE$DIRECTION,UI,כיוון שפה,ltr
!LANGUAGE$ENUM,UI,אנגלית,ENGLISH
!LANGUAGE$SELF_NAME,UI,אנגלית,English
MENU$ADMINISTRATION,UI,מינהל,Administration
MENU$CYBER_BUDGET,UI,תקציב סייבר,Cyber budget
MENU$DASHBOARDS,UI,לוח מחוונים,Dashboards
MENU$GDPR_ARTICLES,UI,מאמרי GDPR,GDPR Articles
MENU$GDPR_DOCUMENTS_MAPPING,UI,מיפוי מסמכי GDPR,GDPR Documents Mapping
MENU$GDPR_EVIDENCE_DOCUMENTS,UI,מסמכי ראיות,Evidence documents
MENU$GDPR_ORGANIZATION_COMPLIANCE,UI,תאימות לארגון,Organization compliance
MENU$GDPR_SYSTEM_COMPLIANCE,UI,תאימות מערכת,System compliance
MENU$HOME_PAGE,UI,דף הבית,Home page
MENU$PRIVACY_IMPACT_ASSESSMENT,UI,הערכת השפעת פרטיות,Privacy impact assessment
MENU$RISK_METRICS,UI,מדדי סיכון,Risk metrics
MENU$SECURITY_ASSESSMENTS,UI,הערכות אבטחה,Security assessments
MENU$SETTINGS,UI,הגדרות,Settings
MENU$SYSTEMS_RISK,UI,סיכון מערכת,System risk
MENU$VENDOR_MANAGEMENT,UI,ניהול ספקים,Vendor management
METRIC_FORMULA$ADD_OPERATION,UI,הוסף פעולה '{operation}',Add '{operation}' operation
METRIC_FORMULA$ADD_VARIABLE,UI,הוסף משתנה '{משתנה},Add '{variable}' variable
METRIC_FORMULA$EDIT_DIALOG_TITLE,UI,ערוך פריט ערכי,Edit metric item
METRIC_FORMULA$FORMULA,UI,פורמולה,Formula
METRIC_FORMULA$FORMULA_ITEMS_REQUIRED,UI,יש להגדיר לפחות פריט נוסחה אחד,At least one formula item should be defined
METRIC_FORMULA$METRIC_FORMULA,UI,נוסחה מטרית,Metric formula
METRIC_FORMULA$MOVE_BACKWARD,UI,לנוע אחורה,Move backward
METRIC_FORMULA$MOVE_FORWARD,UI,להתקדם,Move forward
METRIC_FORMULA$OPERATION,UI,מבצע,Operation
METRIC_FORMULA$OPERATION_REQUIRED,UI,פעולה נדרשת,Operation is required
METRIC_FORMULA$OPERATIONS,UI,פעולות,Operations
METRIC_FORMULA$VARIABLES,UI,משתנים,Variables
METRIC_FORMULA$VARIABLE_TYPE,UI,סוג משתנה,Variable type
METRIC_FORMULA$VARIABLE_TYPE_REQUIRED,UI,נדרש סוג משתנה,Variable type is required
ORGANIZATION$ADDRESS_1,UI,כתובת ג „–1,Address ג„–1
ORGANIZATION$ADDRESS_2,UI,כתובת ג „–2,Address ג„–2
ORGANIZATION$ANNUAL_REVENUE,UI,הכנסה שנתית,Annual revenue
ORGANIZATION$CITY,UI,עיר,City
ORGANIZATION_CONTROL_TEST_RESULTS$CONTROL_TEST_RESULT,UI,בקרת תוצאות הבדיקה,Control test result
ORGANIZATION_CONTROL_TEST_RESULTS$EDIT_RESULT,UI,ערוך את תוצאות בדיקת הבקרה,Edit control test result
ORGANIZATION_CONTROL_TEST_RESULTS$TITLE,UI,תוצאות בדיקת בקרת הארגון,Organization control test results
ORGANIZATION$COUNTRY,UI,מדינה,Country
ORGANIZATION$CURRENCY,UI,מטבע,Currency
ORGANIZATION$DESCRIPTION,UI,תיאור,Description
ORGANIZATION$LANGUAGE,UI,שפה,Language
ORGANIZATION$MARKET_CAPITALIZATION,UI,שווי שוק,Market capitalization
ORGANIZATION$NAME,UI,שם,Name
ORGANIZATION$PHONE_NUMBER,UI,מספר טלפון,Phone number
ORGANIZATION$PUBLIC_COMPANY,UI,חברה ציבורית,Public company
ORGANIZATION_RISK_SCORING$TITLE,UI,ציון סיכון בארגון,Organization risk scoring
ORGANIZATION$RISK_THRESHOLD,UI,סף סיכון,Risk threshold
ORGANIZATION$SITE,UI,כתובת אתר,Website URL
ORGANIZATION$STATE,UI,מדינה,State
ORGANIZATION$SUPPORTED_LANGUAGES,UI,שפות נתמכות,Supported languages
ORGANIZATION$TAX_ID,UI,מספר זהות לצורך מס,TAX ID
ORGANIZATION$TITLE,UI,ארגון,Organization
ORGANIZATION$VAT,UI,"מספר מע""מ",VAT number
ORGANIZATION$ZIP,UI,מיקוד,ZIP or Postal Code
PAGINATION$CURRENT_PAGE,UI,העמוד הנוכחי,Current page
PAGINATION$FIRST_PAGE,UI,עמוד ראשון,First page
PAGINATION$LAST_PAGE,UI,עמוד אחרון,Last page
PAGINATION$NEXT_PAGE,UI,עמוד הבא,Next page
PAGINATION$PAGES_LABEL,UI,דף {0} מ- {1},Page {0} from {1}
PAGINATION$PREVIOUS_PAGE,UI,עמוד קודם,Previous page
PAGINATION$SIZE,UI,גודל,Size
PAGINATION$TOTAL_PAGES,UI,"סה""כ עמודים",Total pages
POLICY_MANAGEMENT$ANNUAL_REVIEW,UI,סקירה שנתית,Annual review
POLICY_MANAGEMENT$ANNUAL_REVIEW_DATE,UI,תאריך הסקירה השנתי,Annual review date
POLICY_MANAGEMENT$APPROVAL,UI,הסכמה,Approval
POLICY_MANAGEMENT$APPROVED,UI,אושר,Approved
POLICY_MANAGEMENT$APPROVED_BY,UI,אשר על ידי,Approve by
